Индекс;Тип региона;Регион;Город;Часовой пояс;Широта;Долгота;Население
215500;обл;Смоленская;Сафоново;UTC+3;55.1199868;33.233799;46116
652800;обл;Кемеровская;Осинники;UTC+7;53.5987397;87.3369948;45997
601780;обл;Владимирская;Кольчугино;UTC+3;56.3327616;39.391201;45804
366200;Респ;Чеченская;Гудермес;UTC+3;43.3519164;46.1036052;45643
429330;Чувашия;Чувашская Республика;Канаш;UTC+3;55.5069543;47.4917734;45608
392000;обл;Тамбовская;Рассказово;UTC+3;52.6537517;41.8743779;45484
456913;обл;Челябинская;Сатка;UTC+5;55.0404497;59.0288153;45465
184505;обл;Мурманская;Мончегорск;UTC+3;67.9385206;32.9358886;45381
666780;обл;Иркутская;Усть-Кут;UTC+8;56.7928049;105.7756883;45061
665250;обл;Иркутская;Тулун;UTC+8;54.5571409;100.5779402;44603
309290;обл;Белгородская;Шебекино;UTC+3;50.4005506;36.8877988;44277
692230;край;Приморский;Спасск-Дальний;UTC+10;44.5900929;132.8157564;44166
347040;обл;Ростовская;Белая Калитва;UTC+3;48.176948;40.8033169;43688
169600;Респ;Коми;Печора;UTC+3;65.1485717;57.22388;43458
456439;обл;Челябинская;Чебаркуль;UTC+5;54.9819329;60.3773305;43405
628461;АО;Ханты-Мансийский Автономный округ - Югра;Радужный;UTC+5;62.1343067;77.4584346;43394
352330;край;Краснодарский;Усть-Лабинск;UTC+3;45.222676;39.6930239;43268
303030;обл;Орловская;Мценск;UTC+3;53.2790021;36.574992;43216
652840;обл;Кемеровская;Мыски;UTC+7;53.7125516;87.8056657;43029
682640;край;Хабаровский;Амурск;UTC+10;50.2345017;136.8791135;42977
307250;обл;Курская;Курчатов;UTC+3;51.6605475;35.6571711;42691
624350;обл;Свердловская;Качканар;UTC+5;58.7051759;59.4840198;42563
629000;АО;Ямало-Ненецкий;Салехард;UTC+5;66.5493568;66.6083994;42494
301840;обл;Тульская;Ефремов;UTC+3;53.1465725;38.0922412;42350
636780;обл;Томская;Стрежевой;UTC+7;60.7328199;77.6040323;42216
346720;обл;Ростовская;Аксай;UTC+3;47.2676075;39.8755485;41984
152020;обл;Ярославская;Переславль-Залесский;UTC+3;56.7360435;38.8543064;41923
416500;обл;Астраханская;Ахтубинск;UTC+4;48.2753078;46.1906741;41898
142900;обл;Московская;Кашира;UTC+3;54.8534263;38.1903818;41880
423520;Респ;Татарстан;Заинск;UTC+3;55.2988854;52.0063634;41798
658700;край;Алтайский;Камень-на-Оби;UTC+7;53.7915454;81.3545173;41787
238750;обл;Калининградская;Советск;UTC+2;55.0810474;21.8886272;41709
413720;обл;Саратовская;Пугачев;UTC+4;52.0158464;48.7972652;41705
628671;АО;Ханты-Мансийский Автономный округ - Югра;Лангепас;UTC+5;61.2536667;75.1807905;41675
452450;Респ;Башкортостан;Бирск;UTC+5;55.4157107;55.5582335;41637
403110;обл;Волгоградская;Урюпинск;UTC+3;50.7904767;42.0288589;41594
393950;обл;Тамбовская;Моршанск;UTC+3;53.4436469;41.8115687;41550
628383;АО;Ханты-Мансийский Автономный округ - Югра;Пыть-Ях;UTC+5;60.7585769;72.8366445;41453
171250;обл;Тверская;Конаково;UTC+3;56.7275533;36.8011699;41303
412030;обл;Саратовская;Ртищево;UTC+4;52.2616298;43.7842399;41295
601440;обл;Владимирская;Вязники;UTC+3;56.2976528;42.2687311;41252
353180;край;Краснодарский;Кореновск;UTC+3;45.4640868;39.4590178;41179
169710;Респ;Коми;Усинск;UTC+3;65.9941116;57.5570054;41100
152300;обл;Ярославская;Тутаев;UTC+3;57.8674237;39.5368234;41001
346350;обл;Ростовская;Красный Сулин;UTC+3;47.8830826;40.0781385;40866
666300;обл;Иркутская;Саянск;UTC+8;54.1107787;102.1802563;40786
164900;обл;Архангельская;Новодвинск;UTC+3;64.4136023;40.8208003;40612
243020;обл;Брянская;Новозыбков;UTC+3;52.5371426;31.9356826;40552
249400;обл;Калужская;Людиново;UTC+3;53.8701406;34.4385498;40550
356140;край;Ставропольский;Изобильный;UTC+3;45.3684342;41.7086448;40546
652150;обл;Кемеровская;Мариинск;UTC+7;56.2127836;87.7454392;40522
238150;обл;Калининградская;Черняховск;UTC+2;54.6243928;21.7969179;40464
606520;обл;Нижегородская;Заволжье;UTC+3;56.6404237;43.3871565;40265
352690;край;Краснодарский;Апшеронск;UTC+3;44.4585239;39.7300092;40229
165650;обл;Архангельская;Коряжма;UTC+3;61.2885993;47.1002315;39629
442240;обл;Пензенская;Каменка;UTC+3;53.1855474;44.0468501;39579
684000;край;Камчатский;Елизово;UTC+12;53.1829573;158.3882833;39548
403530;обл;Волгоградская;Фролово;UTC+3;49.7647809;43.6648936;39489
628280;АО;Ханты-Мансийский Автономный округ - Югра;Урай;UTC+5;60.1295842;64.8040117;39435
692801;край;Приморский;Большой Камень;UTC+10;43.1112737;132.3480354;39257
187000;обл;Ленинградская;Тосно;UTC+3;59.5406697;30.8777872;39127
309850;обл;Белгородская;Алексеевка;UTC+3;50.6299932;38.6881776;39026
456550;обл;Челябинская;Коркино;UTC+5;54.8903023;61.4034541;38950
456870;обл;Челябинская;Кыштым;UTC+5;55.7060048;60.5563271;38950
628449;АО;Ханты-Мансийский Автономный округ - Югра;Лянтор;UTC+5;61.6391639;72.1793828;38922
363750;Респ;Северная Осетия - Алания;Моздок;UTC+3;43.7471209;44.6571456;38748
623750;обл;Свердловская;Реж;UTC+5;57.3717914;61.3833223;38709
692851;край;Приморский;Партизанск;UTC+10;43.1279833;133.1264754;38648
662310;край;Красноярский;Шарыпово;UTC+7;55.5389684;89.1801557;38570
356530;край;Ставропольский;Светлоград;UTC+3;45.3284769;42.8566923;38520
162129;обл;Вологодская;Сокол;UTC+3;59.4759156;40.1114414;38454
623850;обл;Свердловская;Ирбит;UTC+5;57.6838406;63.0576639;38352
462631;обл;Оренбургская;Гай;UTC+5;51.4649138;58.4436189;38302
429820;Чувашия;Чувашская Республика;Алатырь;UTC+3;54.8398179;46.5721423;38202
624600;обл;Свердловская;Алапаевск;UTC+5;57.8475542;61.6693934;38198
353500;край;Краснодарский;Темрюк;UTC+3;45.2611082;37.445519;38014
457040;обл;Челябинская;Южноуральск;UTC+5;54.4490124;61.2581869;37890
453700;Респ;Башкортостан;Учалы;UTC+5;54.3066965;59.4126559;37771
155330;обл;Ивановская;Вичуга;UTC+3;57.2044545;41.9131192;37609
692437;край;Приморский;Дальнегорск;UTC+10;44.5539909;135.5662536;37503
142280;обл;Московская;Протвино;UTC+3;54.8706614;37.2183307;37308
678170;Респ;Саха /Якутия/;Мирный;UTC+9;62.5362511;113.9668146;37179
665100;обл;Иркутская;Нижнеудинск;UTC+8;54.8969105;99.0313481;37056
692031;край;Приморский;Лесозаводск;UTC+10;45.4780192;133.4185501;36975
361500;Респ;Кабардино-Балкарская;Баксан;UTC+3;43.6820621;43.5345627;36857
363020;Респ;Северная Осетия - Алания;Беслан;UTC+3;43.1937634;44.5338746;36724
627010;обл;Тюменская;Ялуторовск;UTC+5;56.649167;66.297034;36494
346130;обл;Ростовская;Миллерово;UTC+3;48.925821;40.3983302;36493
188230;обл;Ленинградская;Луга;UTC+3;58.7373818;29.8466657;36409
368120;Респ;Дагестан;Кизилюрт;UTC+3;43.2039094;46.8729311;36187
155520;обл;Ивановская;Фурманов;UTC+3;57.2538043;41.1053808;36149
143090;обл;Московская;Краснознаменск;UTC+3;55.5978962;37.0395137;36057
357910;край;Ставропольский;Зеленокумск;UTC+3;44.403359;43.8841326;35790
607010;обл;Нижегородская;Кулебаки;UTC+3;55.429716;42.512483;35762
618730;край;Пермский;Добрянка;UTC+5;58.4696353;56.4131294;35720
296100;Респ;Крым;Джанкой;UTC+3;45.7092436;34.388332;35700
184042;обл;Мурманская;Кандалакша;UTC+3;67.1567298;32.4142303;35659
676280;обл;Амурская;Тында;UTC+9;55.1546401;124.7468634;35574
665000;обл;Иркутская;Тайшет;UTC+8;55.9405397;98.0030649;35481
623950;обл;Свердловская;Тавда;UTC+5;58.0434196;65.2743232;35421
442890;обл;Пензенская;Сердобск;UTC+3;52.4697532;44.2122688;35393
309990;обл;Белгородская;Валуйки;UTC+3;50.2112799;38.0998765;35322
352190;край;Краснодарский;Гулькевичи;UTC+3;45.3605769;40.6918484;35225
612960;обл;Кировская;Вятские Поляны;UTC+3;56.2286058;51.0614666;35159
143500;обл;Московская;Истра;UTC+3;55.9061087;36.8600854;35106
155040;обл;Ивановская;Тейково;UTC+3;56.8542712;40.5355289;34993
353320;край;Краснодарский;Абинск;UTC+3;44.8679931;38.1618437;34926
423330;Респ;Татарстан;Азнакаево;UTC+3;54.8599054;53.0745505;34859
352240;край;Краснодарский;Новокубанск;UTC+3;45.1038782;41.0473679;34847
624800;обл;Свердловская;Сухой Лог;UTC+5;56.9075938;62.0358708;34836
152610;обл;Ярославская;Углич;UTC+3;57.5223866;38.3019793;34505
446430;обл;Самарская;Кинель;UTC+4;53.2209985;50.6343039;34472
453430;Респ;Башкортостан;Благовещенск;UTC+5;55.0499592;55.955309;34246
628260;АО;Ханты-Мансийский Автономный округ - Югра;Югорск;UTC+5;61.3124504;63.3364787;34066
613150;обл;Кировская;Слободской;UTC+3;58.7311934;50.1670091;33983
397837;обл;Воронежская;Острогожск;UTC+3;50.8678083;39.0406398;33842
456080;обл;Челябинская;Трехгорный;UTC+5;54.8178174;58.4465039;33678
188560;обл;Ленинградская;Сланцы;UTC+3;59.1178693;28.088106;33587
694020;обл;Сахалинская;Корсаков;UTC+11;46.6323995;142.7994094;33526
391300;обл;Рязанская;Касимов;UTC+3;54.9373788;41.3912912;33494
429120;Чувашия;Чувашская Республика;Шумерля;UTC+3;55.4961795;46.4183534;33412
629601;АО;Ямало-Ненецкий;Муравленко;UTC+5;63.794188;74.494913;33401
617830;край;Пермский;Чернушка;UTC+5;56.5161079;56.0763919;33275
662500;край;Красноярский;Сосновоборск;UTC+7;56.1202088;93.3353411;33090
624300;обл;Свердловская;Кушва;UTC+5;58.2825406;59.7646113;33027
186220;Респ;Карелия;Кондопога;UTC+3;62.2059866;34.2681778;32978
623780;обл;Свердловская;Артемовский;UTC+5;57.3384162;61.8946599;32878
140700;обл;Московская;Шатура;UTC+3;55.5777942;39.5443781;32836
356420;край;Ставропольский;Благодарный;UTC+3;45.0990834;43.4307042;32736
238520;обл;Калининградская;Балтийск;UTC+2;54.6514128;19.9141911;32670
396070;обл;Воронежская;Нововоронеж;UTC+3;51.3092463;39.2162865;32635
423040;Респ;Татарстан;Нурлат;UTC+3;54.4281578;50.8050431;32600
665382;обл;Иркутская;Зима;UTC+8;53.9206865;102.0492066;32522
;обл;Московская;Котельники;UTC+3;55.659898;37.8632865;32347
353860;край;Краснодарский;Приморско-Ахтарск;UTC+3;46.0515;38.1704654;32253
175200;обл;Новгородская;Старая Русса;UTC+3;57.9906873;31.3555076;32235
169840;Респ;Коми;Инта;UTC+3;66.0368196;60.1154612;32021
456015;обл;Челябинская;Аша;UTC+5;54.9907105;57.2783704;31916
301830;обл;Тульская;Богородицк;UTC+3;53.7700516;38.1225308;31897
249440;обл;Калужская;Киров;UTC+3;54.0790823;34.3077508;31888
393190;обл;Тамбовская;Котовск;UTC+3;52.592393;41.5102486;31851
152150;обл;Ярославская;Ростов;UTC+3;57.2050177;39.4378357;31791
623530;обл;Свердловская;Богданович;UTC+5;56.7764419;62.0463692;31752
215010;обл;Смоленская;Гагарин;UTC+3;55.5526532;34.9949049;31721
361330;Респ;Кабардино-Балкарская;Нарткала;UTC+3;43.5577208;43.8576411;31679
162390;обл;Вологодская;Великий Устюг;UTC+3;60.7603243;46.3053893;31664
413075;обл;Саратовская;Маркс;UTC+4;51.7133973;46.7400684;31535
143200;обл;Московская;Можайск;UTC+3;55.5069819;36.0240724;31388
674600;край;Забайкальский;Борзя;UTC+9;50.3875437;116.5235682;31376
142670;обл;Московская;Ликино-Дулево;UTC+3;55.7078531;38.9577103;31331
452320;Респ;Башкортостан;Дюртюли;UTC+5;55.4848047;54.8524875;31272
412540;обл;Саратовская;Петровск;UTC+4;52.3093782;45.3851649;31158
386230;Респ;Ингушетия;Карабулак;UTC+3;43.3054762;44.9094521;31081
386300;Респ;Ингушетия;Малгобек;UTC+3;43.5097009;44.5901517;31076
171841;обл;Тверская;Удомля;UTC+3;57.8787885;35.016716;31048
694620;обл;Сахалинская;Холмск;UTC+11;47.0408637;142.0416619;30936
619000;край;Пермский;Кудымкар;UTC+5;59.0168605;54.6573459;30711
606500;обл;Нижегородская;Городец;UTC+3;56.6447459;43.4722975;30699
368670;Респ;Дагестан;Дагестанские Огни;UTC+3;42.1151021;48.1939983;30671
369300;Респ;Карачаево-Черкесская;Усть-Джегута;UTC+3;44.083852;41.971128;30602
456800;обл;Челябинская;Верхний Уфалей;UTC+5;56.0487252;60.231963;30504
249091;обл;Калужская;Малоярославец;UTC+3;55.0176756;36.4632122;30401
391800;обл;Рязанская;Скопин;UTC+3;53.8236028;39.5493286;30374
658820;край;Алтайский;Славгород;UTC+7;52.9993053;78.6459674;30370
164170;обл;Архангельская;Мирный;UTC+3;62.7644267;40.3359976;30259
632330;обл;Новосибирская;Барабинск;UTC+7;55.3515917;78.3465012;30250
456580;обл;Челябинская;Еманжелинск;UTC+5;54.7554084;61.3243985;30218
461900;обл;Оренбургская;Сорочинск;UTC+5;52.4265081;53.1542123;30136
353280;край;Краснодарский;Горячий Ключ;UTC+3;44.6343251;39.1356421;30093
601010;обл;Владимирская;Киржач;UTC+3;56.1485263;38.8635035;30044
140500;обл;Московская;Луховицы;UTC+3;54.9651617;39.0261346;29849
216400;обл;Смоленская;Десногорск;UTC+3;54.1465117;33.2834063;29677
186420;Респ;Карелия;Сегежа;UTC+3;63.7437211;34.3126755;29660
296000;Респ;Крым;Красноперекопск;UTC+3;45.9537956;33.7921523;29564
;Респ;Чеченская;Аргун;UTC+3;43.2918071;45.8724383;29528
242600;обл;Брянская;Дятьково;UTC+3;53.5958283;34.355092;29438
153510;обл;Ивановская;Кохма;UTC+3;56.9325151;41.0933071;29408
416540;обл;Астраханская;Знаменск;UTC+4;48.5865618;45.7367908;29357
143530;обл;Московская;Дедовск;UTC+3;55.8704718;37.1244724;29280
624480;обл;Свердловская;Североуральск;UTC+5;60.1533333;59.9525274;29279
457353;обл;Челябинская;Карталы;UTC+5;53.0536101;60.647712;29136
624930;обл;Свердловская;Карпинск;UTC+5;59.7664444;60.0011798;29118
632860;обл;Новосибирская;Карасук;UTC+7;53.7343772;78.042457;28929
184250;обл;Мурманская;Кировск;UTC+3;67.6150979;33.6637196;28659
652300;обл;Кемеровская;Топки;UTC+7;55.2766036;85.6153223;28642
298500;Респ;Крым;Алушта;UTC+3;44.6764419;34.4100387;28642
658125;край;Алтайский;Алейск;UTC+7;52.4920914;82.7794145;28528
301720;обл;Тульская;Кимовск;UTC+3;53.9698378;38.5380267;28493
186930;Респ;Карелия;Костомукша;UTC+3;64.5889946;30.6015567;28433
663081;край;Красноярский;Дивногорск;UTC+7;55.9577868;92.380085;28271
238050;обл;Калининградская;Гусев;UTC+2;54.5915477;22.1944114;28260
446450;обл;Самарская;Похвистнево;UTC+4;53.6498197;52.1235517;28181
391430;обл;Рязанская;Сасово;UTC+3;54.350807;41.9117458;28117
169500;Респ;Коми;Сосногорск;UTC+3;63.5990137;53.8762792;27809
682800;край;Хабаровский;Советская Гавань;UTC+10;48.9664554;140.2852223;27712
356880;край;Ставропольский;Нефтекумск;UTC+3;44.7544866;44.9865041;27700
347210;обл;Ростовская;Морозовск;UTC+3;48.3511724;41.8308006;27644
652560;обл;Кемеровская;Полысаево;UTC+7;54.6053968;86.2808803;27624
692130;край;Приморский;Дальнереченск;UTC+10;45.9307882;133.7316542;27601
618250;край;Пермский;Губаха;UTC+5;58.837024;57.5544441;27544
462271;обл;Оренбургская;Медногорск;UTC+5;51.4039421;57.5832185;27253
445240;обл;Самарская;Октябрьск;UTC+4;53.1640886;48.6707463;27244
397500;обл;Воронежская;Бутурлиновка;UTC+3;50.8313227;40.5977541;27208
452800;Респ;Башкортостан;Янаул;UTC+5;56.2650336;54.9298314;26988
629400;АО;Ямало-Ненецкий;Лабытнанги;UTC+5;66.6592376;66.3882628;26948
404500;обл;Волгоградская;Калач-на-Дону;UTC+3;48.6887569;43.5306866;26892
624860;обл;Свердловская;Камышлов;UTC+5;56.8465469;62.7120432;26875
347740;обл;Ростовская;Зерноград;UTC+3;46.8494991;40.312765;26850
393460;обл;Тамбовская;Уварово;UTC+3;51.9768835;42.2529568;26829
624250;обл;Свердловская;Заречный;UTC+5;56.8103345;61.3380592;26803
356000;край;Ставропольский;Новоалександровск;UTC+3;45.4933561;41.2154482;26759
361110;Респ;Кабардино-Балкарская;Майский;UTC+3;43.6281779;44.0516663;26755
646530;обл;Омская;Тара;UTC+6;56.9159171;74.3649643;26664
357300;край;Ставропольский;Новопавловск;UTC+3;43.9617565;43.6342855;26556
628240;АО;Ханты-Мансийский Автономный округ - Югра;Советский;UTC+5;61.3706695;63.566863;26434
298400;Респ;Крым;Бахчисарай;UTC+3;44.751388;33.8750341;26363
249000;обл;Калужская;Балабаново;UTC+3;55.1773652;36.6567255;26337
155250;обл;Ивановская;Родники;UTC+3;57.1024137;41.7298908;26318
461504;обл;Оренбургская;Соль-Илецк;UTC+5;51.1634976;54.9895391;26308
141290;обл;Московская;Красноармейск;UTC+3;51.0268595;45.7011086;26294
243300;обл;Брянская;Унеча;UTC+3;52.8460665;32.6757071;26196
462240;обл;Оренбургская;Кувандык;UTC+5;51.4784845;57.3612029;26176
;обл;Новосибирская;Обь;UTC+7;54.9945882;82.6937925;26137
665650;обл;Иркутская;Железногорск-Илимский;UTC+8;56.5847382;104.1141747;26134
632120;обл;Новосибирская;Татарск;UTC+7;55.2145894;75.9740805;26114
356630;край;Ставропольский;Ипатово;UTC+3;45.7181897;42.8969695;26055
396900;обл;Воронежская;Семилуки;UTC+3;51.6951846;39.0189797;26025
646020;обл;Омская;Исилькуль;UTC+6;54.9096156;71.2816107;25905
140560;обл;Московская;Озеры;UTC+3;54.8539944;38.55987;25788
157000;обл;Костромская;Буй;UTC+3;58.473445;41.5306746;25763
627139;обл;Тюменская;Заводоуковск;UTC+5;56.5012193;66.5505094;25657
187340;обл;Ленинградская;Кировск;UTC+3;59.875371;30.9815205;25633
412420;обл;Саратовская;Аткарск;UTC+4;51.8736331;45.0003199;25620
636840;обл;Томская;Асино;UTC+7;56.9908444;86.1765724;25614
301260;обл;Тульская;Киреевск;UTC+3;53.9321173;37.9220791;25585
607600;обл;Нижегородская;Богородск;UTC+3;56.1019905;43.513678;25497
652400;обл;Кемеровская;Тайга;UTC+7;56.0622767;85.6207907;25330
624191;обл;Свердловская;Невьянск;UTC+5;57.491233;60.2181839;25147
396420;обл;Воронежская;Павловск;UTC+3;50.4533684;40.1369087;25126
676151;обл;Амурская;Зея;UTC+9;53.7339151;127.2658079;25042
612600;обл;Кировская;Котельнич;UTC+3;58.3035238;48.3474288;24979
624330;обл;Свердловская;Красноуральск;UTC+5;58.3486334;60.0409011;24973
678141;Респ;Саха /Якутия/;Ленск;UTC+9;60.7276036;114.9549103;24955
652780;обл;Кемеровская;Гурьевск;UTC+7;54.2860005;85.947723;24816
140600;обл;Московская;Зарайск;UTC+3;54.7625993;38.8851485;24648
171980;обл;Тверская;Бежецк;UTC+3;57.7861144;36.6903445;24517
357400;край;Ставропольский;Железноводск;UTC+3;44.1320689;43.0306475;24496
606605;обл;Нижегородская;Семенов;UTC+3;56.788935;44.4903571;24472
412800;обл;Саратовская;Красноармейск;UTC+4;51.0236026;45.695141;24362
636460;обл;Томская;Колпашево;UTC+7;58.3114716;82.9027528;24126
403801;обл;Волгоградская;Котово;UTC+3;50.3205433;44.8031864;24104
453400;Респ;Башкортостан;Давлеканово;UTC+5;54.2227617;55.0313419;24040
646900;обл;Омская;Калачинск;UTC+6;55.0598547;74.5655075;24000
309070;обл;Белгородская;Строитель;UTC+3;50.7845571;36.4886619;23933
165150;обл;Архангельская;Вельск;UTC+3;61.0660057;42.1032858;23885
346630;обл;Ростовская;Семикаракорск;UTC+3;47.5177981;40.811585;23884
187330;обл;Ленинградская;Отрадное;UTC+3;59.772596;30.7988403;23874
369200;Респ;Карачаево-Черкесская;Карачаевск;UTC+3;43.773197;41.9143726;23848
692880;край;Приморский;Фокино;UTC+10;42.9707163;132.4110209;23683
671700;Респ;Бурятия;Северобайкальск;UTC+8;55.6357165;109.3362606;23673
157500;обл;Костромская;Шарья;UTC+3;58.3761832;45.4060762;23668
612740;обл;Кировская;Омутнинск;UTC+3;58.6697684;52.1893554;23618
456040;обл;Челябинская;Усть-Катав;UTC+5;54.9261323;58.1528067;23586
171070;обл;Тверская;Бологое;UTC+3;57.885655;34.0536895;23499
296500;Респ;Крым;Саки;UTC+3;45.1342889;33.6032508;23400
143600;обл;Московская;Волоколамск;UTC+3;56.0358121;35.9585027;23386
629830;АО;Ямало-Ненецкий;Губкинский;UTC+5;64.4456575;76.4714559;23340
671160;Респ;Бурятия;Гусиноозерск;UTC+8;51.2865751;106.5230732;23280
652990;обл;Кемеровская;Таштагол;UTC+7;52.7594505;87.8477272;23114
184530;обл;Мурманская;Оленегорск;UTC+3;68.1422068;33.2670094;23079
694490;обл;Сахалинская;Оха;UTC+11;53.5868238;142.941221;23007
143070;обл;Московская;Кубинка;UTC+3;55.5755679;36.6952487;22918
684090;край;Камчатский;Вилючинск;UTC+12;52.930428;158.4057276;22905
172520;обл;Тверская;Нелидово;UTC+3;56.2232417;32.7766656;22886
157800;обл;Костромская;Нерехта;UTC+3;57.4543706;40.5725438;22817
682460;край;Хабаровский;Николаевск-на-Амуре;UTC+10;53.1461943;140.7109642;22773
617119;край;Пермский;Верещагино;UTC+5;58.0797908;54.6580948;22760
442150;обл;Пензенская;Нижний Ломов;UTC+3;53.5301274;43.6729216;22678
141150;обл;Московская;Лосино-Петровский;UTC+3;55.8714441;38.2005377;22550
357340;край;Ставропольский;Лермонтов;UTC+3;44.1052526;42.9731433;22540
665770;обл;Иркутская;Вихоревка;UTC+8;56.1207708;101.170332;22528
442317;обл;Пензенская;Никольск;UTC+3;53.7138397;46.079962;22471
296012;Респ;Крым;Армянск;UTC+3;46.1059247;33.6910325;22468
618120;край;Пермский;Оса;UTC+5;57.2889992;55.4688982;22420
346310;обл;Ростовская;Зверево;UTC+3;48.043451;40.1264948;22416
164200;обл;Архангельская;Няндома;UTC+3;61.6653735;40.2061699;22354
647000;край;Красноярский;Дудинка;UTC+7;69.4031339;86.1908135;22207
142530;обл;Московская;Электрогорск;UTC+3;55.8778573;38.7805239;22120
423930;Респ;Татарстан;Бавлы;UTC+3;54.4063588;53.2457946;22109
423650;Респ;Татарстан;Менделеевск;UTC+3;55.8950646;52.3144177;22075
624140;обл;Свердловская;Кировград;UTC+5;57.4298451;60.0623588;21959
652740;обл;Кемеровская;Калтан;UTC+7;53.5210461;87.2772143;21893
606210;обл;Нижегородская;Лысково;UTC+3;56.0262298;45.0356702;21882
142450;обл;Московская;Старая Купавна;UTC+3;55.8038411;38.1426144;21859
142620;обл;Московская;Куровское;UTC+3;55.5791491;38.9208543;21821
391960;обл;Рязанская;Ряжск;UTC+3;53.7067718;40.0521358;21676
181353;обл;Псковская;Остров;UTC+3;57.3452408;28.3437107;21670
141370;обл;Московская;Хотьково;UTC+3;56.2515725;37.9395225;21612
624220;обл;Свердловская;Нижняя Тура;UTC+5;58.6310942;59.8521265;21596
352680;край;Краснодарский;Хадыженск;UTC+3;44.412303;39.5319151;21580
187600;обл;Ленинградская;Пикалево;UTC+3;59.5130655;34.1773982;21567
633450;обл;Новосибирская;Тогучин;UTC+7;55.2250038;84.4103867;21531
307750;обл;Курская;Льгов;UTC+3;51.6596935;35.2611592;21452
413500;обл;Саратовская;Ершов;UTC+4;51.3508407;48.2763313;21447
607510;обл;Нижегородская;Сергач;UTC+3;55.5200364;45.4813193;21387
238340;обл;Калининградская;Светлый;UTC+2;54.6774051;20.1356625;21380
164840;обл;Архангельская;Онега;UTC+3;63.9163966;38.0805749;21359
606910;обл;Нижегородская;Шахунья;UTC+3;57.6764773;46.6129673;21337
431350;Респ;Мордовия;Ковылкино;UTC+3;54.0391464;43.9191229;21307
166000;АО;Ненецкий;Нарьян-Мар;UTC+3;67.6381525;53.0069336;21296
678900;Респ;Саха /Якутия/;Алдан;UTC+9;58.6094885;125.3816689;21277
140730;обл;Московская;Рошаль;UTC+3;55.6632504;39.8655434;21265
425350;Респ;Марий Эл;Козьмодемьянск;UTC+3;56.333346;46.5466282;21262
140170;обл;Московская;Бронницы;UTC+3;55.4255534;38.2640794;21102
399850;обл;Липецкая;Данков;UTC+3;53.25769;39.1457625;21056
187700;обл;Ленинградская;Лодейное Поле;UTC+3;60.7320564;33.5522225;21053
662060;край;Красноярский;Боготол;UTC+7;56.209881;89.5300182;21029
361621;Респ;Кабардино-Балкарская;Тырныауз;UTC+3;43.3981939;42.9215127;21000
399610;обл;Липецкая;Лебедянь;UTC+3;53.0156678;39.143498;20991
142432;обл;Московская;Черноголовка;UTC+3;56.0100909;38.3792328;20986
456900;обл;Челябинская;Бакал;UTC+5;54.9406759;58.8051085;20953
363240;Респ;Северная Осетия - Алания;Алагир;UTC+3;43.0416151;44.2198622;20949
461743;обл;Оренбургская;Абдулино;UTC+5;53.6778096;53.6473115;20663
624021;обл;Свердловская;Сысерть;UTC+5;56.50052;60.8190708;20594
404410;обл;Волгоградская;Суровикино;UTC+3;48.6189756;42.8541308;20527
676770;обл;Амурская;Райчихинск;UTC+9;49.7941882;129.4112149;20499
404350;обл;Волгоградская;Котельниково;UTC+3;47.6310808;43.1331198;20441
629850;АО;Ямало-Ненецкий;Тарко-Сале;UTC+5;64.9117649;77.7610204;20372
624070;обл;Свердловская;Среднеуральск;UTC+5;56.991883;60.4771953;20357
422430;Респ;Татарстан;Буинск;UTC+3;54.9641106;48.2900576;20342
628160;АО;Ханты-Мансийский Автономный округ - Югра;Белоярский;UTC+5;63.712181;66.6772357;20283
618350;край;Пермский;Кизел;UTC+5;59.0511764;57.6471214;20277
347540;обл;Ростовская;Пролетарск;UTC+3;46.7038968;41.7274533;20267
188320;обл;Ленинградская;Коммунар;UTC+3;59.6215929;30.393466;20265
142290;обл;Московская;Пущино;UTC+3;54.832521;37.6210428;20263
142455;обл;Московская;Электроугли;UTC+3;55.7170329;38.2194049;20120
397600;обл;Воронежская;Калач;UTC+3;50.4241213;41.0162858;20046
671840;Респ;Бурятия;Кяхта;UTC+8;50.3466291;106.4534938;20013
676301;обл;Амурская;Шимановск;UTC+9;52.0052856;127.7006559;19815
397700;обл;Воронежская;Бобров;UTC+3;51.0902048;40.0320014;19738
242500;обл;Брянская;Карачев;UTC+3;53.1297194;34.9887859;19715
601800;обл;Владимирская;Юрьев-Польский;UTC+3;56.4938067;39.6679311;19588
309640;обл;Белгородская;Новый Оскол;UTC+3;50.7635162;37.8774026;19530
601201;обл;Владимирская;Собинка;UTC+3;55.993798;40.0180034;19482
633520;обл;Новосибирская;Черепаново;UTC+7;54.2206974;83.3724392;19346
187026;обл;Ленинградская;Никольское;UTC+3;59.7042633;30.7874879;19345
391160;обл;Рязанская;Новомичуринск;UTC+3;54.0377979;39.7467023;19309
422230;Респ;Татарстан;Агрыз;UTC+3;56.5232645;52.994257;19299
186790;Респ;Карелия;Сортавала;UTC+3;61.7032216;30.6917021;19215
361200;Респ;Кабардино-Балкарская;Терек;UTC+3;43.4838439;44.1402524;19170
617000;край;Пермский;Нытва;UTC+5;57.9337429;55.3357261;19041
243240;обл;Брянская;Стародуб;UTC+3;52.5851881;32.7603628;19010
301430;обл;Тульская;Суворов;UTC+3;54.1345367;36.4806933;18975
