Индекс;Тип региона;Регион;Город;Часовой пояс;Широта;Долгота;Население
188760;обл;Ленинградская;Приозерск;UTC+3;61.03313;30.15876;18929
184144;обл;Мурманская;Ковдор;UTC+3;67.5661466;30.4742082;18836
456940;обл;Челябинская;Куса;UTC+5;55.3385156;59.4386474;18792
363330;Респ;Северная Осетия - Алания;Ардон;UTC+3;43.1756719;44.2955701;18774
663150;край;Красноярский;Енисейск;UTC+7;58.4485234;92.165237;18769
399341;обл;Липецкая;Усмань;UTC+3;52.0444165;39.7264516;18752
446600;обл;Самарская;Нефтегорск;UTC+4;52.797259;51.1637126;18732
187780;обл;Ленинградская;Подпорожье;UTC+3;60.9127463;34.1567832;18729
673002;край;Забайкальский;Петровск-Забайкальский;UTC+9;51.2748381;108.8467139;18555
433030;обл;Ульяновская;Инза;UTC+4;53.8550467;46.3532786;18547
665902;обл;Иркутская;Слюдянка;UTC+8;51.6562679;103.7186877;18542
143360;обл;Московская;Апрелевка;UTC+3;55.5276336;37.0651105;18467
391110;обл;Рязанская;Рыбное;UTC+3;54.7255937;39.513438;18378
623640;обл;Свердловская;Талица;UTC+5;57.0123359;63.7322467;18339
242700;обл;Брянская;Жуковка;UTC+3;53.5341219;33.7302166;18269
600910;обл;Владимирская;Радужный;UTC+3;55.9961034;40.3323247;18212
416010;обл;Астраханская;Харабали;UTC+4;47.4089187;47.2524467;18209
249720;обл;Калужская;Козельск;UTC+3;54.0348417;35.7807136;18203
297600;Респ;Крым;Белогорск;UTC+3;45.0571581;34.5998775;18199
422000;Респ;Татарстан;Арск;UTC+3;56.0913636;49.8770441;18114
658837;край;Алтайский;Яровое;UTC+7;52.9251728;78.5729898;18085
172730;обл;Тверская;Осташков;UTC+3;57.1457205;33.1116707;18073
623900;обл;Свердловская;Туринск;UTC+5;58.0394258;63.698142;17990
361400;Респ;Кабардино-Балкарская;Чегем;UTC+3;43.5672039;43.5865338;17988
624740;обл;Свердловская;Нижняя Салда;UTC+5;58.0749243;60.7026555;17969
243400;обл;Брянская;Почеп;UTC+3;52.9154724;33.4744608;17933
241550;обл;Брянская;Сельцо;UTC+3;53.3738801;34.1059226;17933
347250;обл;Ростовская;Константиновск;UTC+3;47.5773456;41.0967362;17926
403950;обл;Волгоградская;Новоаннинский;UTC+3;50.5296873;42.6666038;17911
641100;обл;Курганская;Шумиха;UTC+5;55.2281833;63.2902391;17821
152240;обл;Ярославская;Гаврилов-Ям;UTC+3;57.3091552;39.8545157;17792
624590;обл;Свердловская;Ивдель;UTC+5;60.6944353;60.4244661;17764
601120;обл;Владимирская;Покров;UTC+3;55.9167118;39.1733641;17762
453630;Респ;Башкортостан;Баймак;UTC+5;52.5912632;58.3111995;17710
397350;обл;Воронежская;Поворино;UTC+3;51.1953446;42.2472432;17692
456110;обл;Челябинская;Катав-Ивановск;UTC+5;54.7520187;58.1983706;17640
157300;обл;Костромская;Мантурово;UTC+3;58.3264667;44.7575036;17479
143040;обл;Московская;Голицыно;UTC+3;55.6189762;36.9855559;17447
663980;край;Красноярский;Бородино;UTC+7;55.9054308;94.9021138;17423
453570;Респ;Башкортостан;Межгорье;UTC+5;54.239683;57.96146;17353
157200;обл;Костромская;Галич;UTC+3;58.3826861;42.3654563;17346
457020;обл;Челябинская;Пласт;UTC+5;54.3691832;60.8152305;17344
184650;обл;Мурманская;Полярный;UTC+3;69.1988373;33.4509985;17304
612260;обл;Кировская;Яранск;UTC+3;57.304195;47.8479185;17252
393360;обл;Тамбовская;Кирсанов;UTC+3;52.650594;42.7284872;17240
682970;край;Хабаровский;Бикин;UTC+10;46.8186244;134.2551046;17156
433750;обл;Ульяновская;Барыш;UTC+4;53.6534563;47.1180805;17149
618590;край;Пермский;Красновишерск;UTC+5;60.3902242;57.0537244;17129
655750;Респ;Хакасия;Абаза;UTC+7;52.6517296;90.0885929;17111
156901;обл;Костромская;Волгореченск;UTC+3;57.4423712;41.1593076;17108
641430;обл;Курганская;Куртамыш;UTC+5;54.9368491;64.4203009;17098
628661;АО;Ханты-Мансийский Автономный округ - Югра;Покачи;UTC+5;61.7421977;75.5942069;17053
306509;обл;Курская;Щигры;UTC+3;51.8787808;36.8910674;17043
413360;обл;Саратовская;Новоузенск;UTC+4;50.4551744;48.1412622;17015
456833;обл;Челябинская;Касли;UTC+5;55.8868045;60.7422529;16998
633340;обл;Новосибирская;Болотное;UTC+7;55.6693773;84.3906599;16969
403790;обл;Волгоградская;Жирновск;UTC+3;50.9767561;44.7857694;16890
301030;обл;Тульская;Ясногорск;UTC+3;54.4795178;37.689669;16804
155550;обл;Ивановская;Приволжск;UTC+3;57.3807249;41.2809239;16749
249830;обл;Калужская;Кондрово;UTC+3;54.796051;35.9276099;16672
187650;обл;Ленинградская;Бокситогорск;UTC+3;59.4735032;33.8456521;16593
613341;обл;Кировская;Советск;UTC+3;57.5841434;48.9589228;16592
423700;Респ;Татарстан;Мензелинск;UTC+3;55.7270908;53.1005321;16474
694240;обл;Сахалинская;Поронайск;UTC+11;49.2387983;143.1007104;16461
412480;обл;Саратовская;Калининск;UTC+4;51.4992917;44.4710177;16442
607100;обл;Нижегородская;Навашино;UTC+3;55.5439105;42.1887734;16413
143180;обл;Московская;Звенигород;UTC+3;55.7296168;36.8552843;16395
452920;Респ;Башкортостан;Агидель;UTC+5;55.89976;53.9221149;16365
182500;обл;Псковская;Невель;UTC+3;56.0201544;29.9240505;16324
249270;обл;Калужская;Сухиничи;UTC+3;54.0973787;35.3443077;16295
416340;обл;Астраханская;Камызяк;UTC+4;46.1105429;48.0732724;16291
301470;обл;Тульская;Плавск;UTC+3;53.7095993;37.2863144;16248
171640;обл;Тверская;Кашин;UTC+3;57.3600486;37.6118674;16174
174210;обл;Новгородская;Чудово;UTC+3;59.1247477;31.6865406;16148
663800;край;Красноярский;Иланский;UTC+7;56.2374163;96.0672656;16108
175400;обл;Новгородская;Валдай;UTC+3;57.9822906;33.2369492;16099
462780;обл;Оренбургская;Ясный;UTC+5;51.0369499;59.8743256;16082
662251;край;Красноярский;Ужур;UTC+7;55.3141977;89.8333827;16079
433300;обл;Ульяновская;Новоульяновск;UTC+4;54.1447691;48.3911701;16032
404160;обл;Волгоградская;Краснослободск;UTC+3;48.7068777;44.5631799;16007
404260;обл;Волгоградская;Палласовка;UTC+3;50.0501422;46.8803355;15984
188990;обл;Ленинградская;Светогорск;UTC+3;61.1112679;28.8726666;15973
174510;обл;Новгородская;Пестово;UTC+3;58.5973944;35.8144523;15911
152070;обл;Ярославская;Данилов;UTC+3;58.1859542;40.1796765;15861
184430;обл;Мурманская;Заполярный;UTC+3;69.413232;30.7985332;15835
601240;обл;Владимирская;Лакинск;UTC+3;56.0180614;39.9564706;15707
307370;обл;Курская;Рыльск;UTC+3;51.568165;34.6802178;15667
186350;Респ;Карелия;Медвежьегорск;UTC+3;62.9127678;34.4567614;15536
162000;обл;Вологодская;Грязовец;UTC+3;58.8757657;40.248477;15528
404620;обл;Волгоградская;Ленинск;UTC+3;48.6936234;45.1992835;15527
623270;обл;Свердловская;Дегтярск;UTC+5;56.7048199;60.0792227;15521
632730;обл;Новосибирская;Купино;UTC+7;54.3660317;77.2972969;15448
298000;Респ;Крым;Судак;UTC+3;44.8505913;34.9761591;15368
666901;обл;Иркутская;Бодайбо;UTC+8;57.8468822;114.1867148;15331
301320;обл;Тульская;Венев;UTC+3;54.3542431;38.2642325;15220
393670;обл;Тамбовская;Жердевка;UTC+3;51.8421783;41.4617407;15211
602101;обл;Владимирская;Меленки;UTC+3;55.3387017;41.634124;15208
601140;обл;Владимирская;Петушки;UTC+3;55.9297657;39.4507913;15167
184230;обл;Мурманская;Полярные Зори;UTC+3;67.3730192;32.497541;15106
404030;обл;Волгоградская;Николаевск;UTC+3;50.0166952;45.4733204;15081
659900;край;Алтайский;Белокуриха;UTC+7;51.9960534;84.9840343;15072
347320;обл;Ростовская;Цимлянск;UTC+3;47.6477668;42.093022;15029
618320;край;Пермский;Александровск;UTC+5;59.1613773;57.5764851;15022
242220;обл;Брянская;Трубчевск;UTC+3;52.5791314;33.7660013;15014
617140;край;Пермский;Очер;UTC+5;57.8851991;54.7161756;15003
673400;край;Забайкальский;Нерчинск;UTC+9;51.9595512;116.5854018;14976
607800;обл;Нижегородская;Лукоянов;UTC+3;55.0327349;44.4933829;14949
601640;обл;Владимирская;Карабаново;UTC+3;56.3133447;38.7034267;14868
663491;край;Красноярский;Кодинск;UTC+7;58.6033961;99.1797563;14835
169200;Респ;Коми;Емва;UTC+3;62.5965314;50.8731889;14574
607751;обл;Нижегородская;Первомайск;UTC+3;54.8676182;43.8012829;14567
682950;край;Хабаровский;Вяземский;UTC+10;47.5354416;134.7553701;14556
456020;обл;Челябинская;Сим;UTC+5;54.9906584;57.6899045;14465
422190;Респ;Татарстан;Мамадыш;UTC+3;55.7149876;51.4128614;14432
413230;обл;Саратовская;Красный Кут;UTC+4;50.9596867;46.9712472;14420
601670;обл;Владимирская;Струнино;UTC+3;56.3750001;38.583938;14372
404002;обл;Волгоградская;Дубовка;UTC+3;49.0555342;44.8270813;14345
359220;Респ;Калмыкия;Лагань;UTC+3;45.3929617;47.3432943;14323
624000;обл;Свердловская;Арамиль;UTC+5;56.6945341;60.8343825;14227
155630;обл;Ивановская;Южа;UTC+3;56.5926458;42.0457159;14170
141320;обл;Московская;Пересвет;UTC+3;56.4158828;38.1733567;14142
641700;обл;Курганская;Катайск;UTC+5;56.2908118;62.5800669;14017
601480;обл;Владимирская;Гороховец;UTC+3;56.2021059;42.692517;14015
673303;край;Забайкальский;Шилка;UTC+9;51.8495302;116.033575;13947
301530;обл;Тульская;Белев;UTC+3;53.8113348;36.1383153;13918
641730;обл;Курганская;Далматово;UTC+5;56.2621393;62.9387378;13913
238210;обл;Калининградская;Гвардейск;UTC+2;54.6588981;21.0500584;13888
242610;обл;Брянская;Фокино;UTC+3;53.4554552;34.4158537;13874
171571;обл;Тверская;Калязин;UTC+3;57.2579471;37.7821253;13870
141900;обл;Московская;Талдом;UTC+3;56.7308993;37.5276414;13819
187420;обл;Ленинградская;Сясьстрой;UTC+3;60.1402454;32.5602015;13747
665420;обл;Иркутская;Свирск;UTC+8;53.0842576;103.3364192;13649
665930;обл;Иркутская;Байкальск;UTC+8;51.5231282;104.1485752;13589
306230;обл;Курская;Обоянь;UTC+3;51.212012;36.275425;13562
143100;обл;Московская;Руза;UTC+3;55.7015302;36.1960043;13495
429900;Чувашия;Чувашская Республика;Цивильск;UTC+3;55.8650132;47.472967;13478
668050;Респ;Тыва;Ак-Довурак;UTC+7;51.1785658;90.5984511;13469
141321;обл;Московская;Краснозаводск;UTC+3;56.4408723;38.2320671;13432
187320;обл;Ленинградская;Шлиссельбург;UTC+3;59.9443923;31.0334136;13305
403840;обл;Волгоградская;Петров Вал;UTC+3;50.1380355;45.2091455;13264
141840;обл;Московская;Яхрома;UTC+3;56.2889858;37.4831016;13248
673730;край;Забайкальский;Могоча;UTC+9;53.7362465;119.7661232;13228
412780;обл;Саратовская;Хвалынск;UTC+4;52.4950057;48.1045147;13199
456140;обл;Челябинская;Карабаш;UTC+5;55.4852076;60.2358959;13151
601300;обл;Владимирская;Камешково;UTC+3;56.3488712;40.9955682;13113
186610;Респ;Карелия;Кемь;UTC+3;64.9543657;34.5948547;13061
689000;АО;Чукотский;Анадырь;UTC+12;64.7314347;177.5015752;13053
658420;край;Алтайский;Горняк;UTC+7;50.9979032;81.4643059;13040
172840;обл;Тверская;Торопец;UTC+3;56.5011791;31.6354366;13018
238326;обл;Калининградская;Зеленоградск;UTC+2;54.9600226;20.4753274;13015
412210;обл;Саратовская;Аркадак;UTC+4;51.9387813;43.4997558;12846
184682;обл;Мурманская;Снежногорск;UTC+3;69.1921469;33.2382821;12698
385200;Респ;Адыгея;Адыгейск;UTC+3;44.8783715;39.190172;12689
663920;край;Красноярский;Уяр;UTC+7;55.8131698;94.3282148;12666
391200;обл;Рязанская;Кораблино;UTC+3;53.9245422;40.0227867;12657
399900;обл;Липецкая;Чаплыгин;UTC+3;53.2404794;39.9671563;12656
666700;обл;Иркутская;Киренск;UTC+8;57.7757126;108.1107766;12652
678188;Респ;Саха /Якутия/;Удачный;UTC+9;66.4072367;112.3061653;12611
456120;обл;Челябинская;Юрюзань;UTC+5;54.8546372;58.4227116;12568
673450;край;Забайкальский;Балей;UTC+9;51.5822063;116.6380088;12536
174350;обл;Новгородская;Окуловка;UTC+3;58.3908717;33.2902474;12464
174260;обл;Новгородская;Малая Вишера;UTC+3;58.8458076;32.2247984;12461
456971;обл;Челябинская;Нязепетровск;UTC+5;56.0537199;59.6096791;12452
238300;обл;Калининградская;Гурьевск;UTC+2;54.7705368;20.6039109;12433
624400;обл;Свердловская;Новая Ляля;UTC+5;59.053961;60.5945405;12400
249710;обл;Калужская;Сосенский;UTC+3;54.056525;35.9621458;12394
606540;обл;Нижегородская;Чкаловск;UTC+3;56.7651549;43.2420193;12371
169570;Респ;Коми;Вуктыл;UTC+3;63.8615209;57.3165207;12357
618820;край;Пермский;Горнозаводск;UTC+5;58.3743406;58.3230329;12334
606803;обл;Нижегородская;Урень;UTC+3;57.4612547;45.783394;12311
181502;обл;Псковская;Печоры;UTC+3;57.8146689;27.6222823;12308
249010;обл;Калужская;Боровск;UTC+3;55.2130965;36.4927446;12283
171210;обл;Тверская;Лихославль;UTC+3;57.122256;35.4667886;12259
694051;обл;Сахалинская;Долинск;UTC+11;47.3255903;142.7945985;12200
188410;обл;Ленинградская;Волосово;UTC+3;59.4445107;29.492277;12162
249190;обл;Калужская;Жуков;UTC+3;55.0301386;36.7393279;12150
655111;Респ;Хакасия;Сорск;UTC+7;54.0001451;90.2595674;12140
646100;обл;Омская;Называевск;UTC+6;55.5688811;71.3502572;12119
162480;обл;Вологодская;Бабаево;UTC+3;59.389309;35.9378318;12074
646330;обл;Омская;Тюкалинск;UTC+6;55.8705121;72.1956156;12050
155410;обл;Ивановская;Заволжск;UTC+3;57.4916546;42.1374455;12045
632550;обл;Новосибирская;Чулым;UTC+7;55.0906205;80.9592152;11964
612990;обл;Кировская;Сосновка;UTC+3;56.2533149;51.2833412;11960
425060;Респ;Марий Эл;Звенигово;UTC+3;55.9739374;48.0170276;11945
694920;обл;Сахалинская;Углегорск;UTC+11;49.0816311;142.0693033;11880
601351;обл;Владимирская;Судогда;UTC+3;55.949897;40.8563392;11848
624160;обл;Свердловская;Верхний Тагил;UTC+5;57.3762768;59.9516521;11843
142660;обл;Московская;Дрезна;UTC+3;55.7442991;38.8499228;11815
396790;обл;Воронежская;Богучар;UTC+3;49.9352997;40.5592467;11811
238710;обл;Калининградская;Неман;UTC+2;55.0315543;22.0323961;11794
391710;обл;Рязанская;Михайлов;UTC+3;54.2296493;39.0090857;11783
694740;обл;Сахалинская;Невельск;UTC+11;46.6527314;141.8631741;11682
243500;обл;Брянская;Сураж;UTC+3;53.0171239;32.3938351;11640
606120;обл;Нижегородская;Ворсма;UTC+3;55.9900425;43.2719879;11622
249185;обл;Калужская;Кременки;UTC+3;54.8863306;37.116878;11617
182333;обл;Псковская;Опочка;UTC+3;56.7107956;28.6717455;11601
422370;Респ;Татарстан;Тетюши;UTC+3;54.936575;48.8314915;11596
673200;край;Забайкальский;Хилок;UTC+9;51.3635236;110.458989;11530
299703;г;Севастополь;Инкерман;UTC+3;44.6135153;33.6100739;11526
186810;Респ;Карелия;Питкяранта;UTC+3;61.5756886;31.4641309;11484
676870;обл;Амурская;Завитинск;UTC+9;50.1064678;129.4392897;11481
303140;обл;Орловская;Болхов;UTC+3;53.4440204;36.0076969;11421
397030;обл;Воронежская;Эртиль;UTC+3;51.831024;40.8074054;11387
416111;обл;Астраханская;Нариманов;UTC+4;46.6916597;47.8501624;11386
641640;обл;Курганская;Петухово;UTC+5;55.0649932;67.8874369;11291
613980;обл;Кировская;Луза;UTC+3;60.6290781;47.2612069;11262
671950;Респ;Бурятия;Закаменск;UTC+8;50.3726774;103.2867452;11249
613200;обл;Кировская;Белая Холуница;UTC+3;58.8415212;50.8461002;11232
186500;Респ;Карелия;Беломорск;UTC+3;64.5378468;34.7799717;11217
623090;обл;Свердловская;Нижние Серги;UTC+5;56.6544606;59.2952291;11217
184310;обл;Мурманская;Заозерск;UTC+3;69.4003895;32.4502225;11206
612410;обл;Кировская;Зуевка;UTC+3;58.4031674;51.1330787;11198
298213;Респ;Крым;Щелкино;UTC+3;45.4289847;35.8251329;11194
184670;обл;Мурманская;Гаджиево;UTC+3;69.2490009;33.3152445;11089
427950;Респ;Удмуртская;Камбарка;UTC+4;56.2659745;54.1934153;11028
238590;обл;Калининградская;Пионерский;UTC+2;54.9516927;20.227697;11017
618270;край;Пермский;Гремячинск;UTC+5;58.5625603;57.8520073;11005
641010;обл;Курганская;Щучье;UTC+5;55.20883;62.7478475;10971
668210;Респ;Тыва;Шагонар;UTC+7;51.5347357;92.9199618;10958
363410;Респ;Северная Осетия - Алания;Дигора;UTC+3;43.1567386;44.1551132;10856
238560;обл;Калининградская;Светлогорск;UTC+2;54.9439566;20.1514789;10775
169060;Респ;Коми;Микунь;UTC+3;62.3580188;50.0719738;10732
215710;обл;Смоленская;Дорогобуж;UTC+3;54.9137794;33.3024596;10720
663960;край;Красноярский;Заозерный;UTC+7;55.9617268;94.7091037;10683
141650;обл;Московская;Высоковск;UTC+3;56.336141;36.5251316;10642
632400;обл;Новосибирская;Каргат;UTC+7;55.1943829;80.2831324;10620
694420;обл;Сахалинская;Александровск-Сахалинский;UTC+11;50.8973664;142.1579322;10613
182620;обл;Псковская;Порхов;UTC+3;57.7764223;29.5436424;10608
658480;край;Алтайский;Змеиногорск;UTC+7;51.1580235;82.1872476;10569
601291;обл;Владимирская;Суздаль;UTC+3;56.4273814;40.4525581;10535
162900;обл;Вологодская;Вытегра;UTC+3;61.0064157;36.4495835;10490
184380;обл;Мурманская;Кола;UTC+3;68.8785079;33.0262014;10447
612820;обл;Кировская;Кирс;UTC+3;59.3400586;52.2415895;10420
249026;обл;Калужская;Ермолино;UTC+3;55.1972714;36.5951966;10409
429430;Чувашия;Чувашская Республика;Козловка;UTC+3;55.8406526;48.2579372;10355
175040;обл;Новгородская;Сольцы;UTC+3;58.1201693;30.309285;10317
678200;Респ;Саха /Якутия/;Вилюйск;UTC+9;63.7517314;121.6272754;10233
613530;обл;Кировская;Уржум;UTC+3;57.1097612;50.0056278;10213
155830;обл;Ивановская;Наволоки;UTC+3;57.4678426;41.9607371;10207
155450;обл;Ивановская;Юрьевец;UTC+3;57.3178701;43.1110553;10205
456007;обл;Челябинская;Миньяр;UTC+5;55.0709601;57.5484435;10195
429570;Чувашия;Чувашская Республика;Мариинский Посад;UTC+3;56.111968;47.7142676;10186
678450;Респ;Саха /Якутия/;Нюрба;UTC+9;63.2828775;118.324325;10156
431260;Респ;Мордовия;Краснослободск;UTC+3;54.4248634;43.7845096;10151
164110;обл;Архангельская;Каргополь;UTC+3;61.5008762;38.9636415;10148
216330;обл;Смоленская;Ельня;UTC+3;54.5836832;33.1749566;10095
162250;обл;Вологодская;Харовск;UTC+3;59.9477728;40.2000794;10078
368890;Респ;Дагестан;Южно-Сухокумск;UTC+3;44.6600972;45.6499304;10048
216790;обл;Смоленская;Рудня;UTC+3;54.9441357;31.0794758;10029
624940;обл;Свердловская;Волчанск;UTC+5;59.9350515;60.0797964;10008
172110;обл;Тверская;Кувшиново;UTC+3;57.0263733;34.1676435;10008
606072;обл;Нижегородская;Володарск;UTC+3;56.2168974;43.1597623;9924
157331;обл;Костромская;Нея;UTC+3;58.2944499;43.8780965;9827
188490;обл;Ленинградская;Ивангород;UTC+3;59.3765845;28.2230504;9797
161300;обл;Вологодская;Тотьма;UTC+3;59.9735051;42.7589701;9784
186870;Респ;Карелия;Суоярви;UTC+3;62.0787769;32.3499029;9763
186150;Респ;Карелия;Пудож;UTC+3;61.8059147;36.5330088;9698
399200;обл;Липецкая;Задонск;UTC+3;52.4004611;38.9205772;9695
249100;обл;Калужская;Таруса;UTC+3;54.7236791;37.1670866;9656
301280;обл;Тульская;Болохово;UTC+3;54.0820644;37.826844;9619
161200;обл;Вологодская;Белозерск;UTC+3;60.0307914;37.7891123;9614
429060;Чувашия;Чувашская Республика;Ядрин;UTC+3;55.9406826;46.2020765;9614
359050;Респ;Калмыкия;Городовиковск;UTC+3;46.0875351;41.9354039;9565
676011;обл;Амурская;Сковородино;UTC+9;53.9871004;123.943729;9561
613440;обл;Кировская;Нолинск;UTC+3;57.5596946;49.9357867;9556
678000;Респ;Саха /Якутия/;Покровск;UTC+9;61.4843538;129.1482195;9495
678100;Респ;Саха /Якутия/;Олекминск;UTC+9;60.3758203;120.406013;9487
297345;Респ;Крым;Старый Крым;UTC+3;45.0290659;35.0900885;9485
162840;обл;Вологодская;Устюжна;UTC+3;58.8383671;36.4425046;9478
624320;обл;Свердловская;Верхняя Тура;UTC+5;58.3643839;59.8266854;9468
457670;обл;Челябинская;Верхнеуральск;UTC+5;53.8760587;59.2169071;9459
431860;Респ;Мордовия;Ардатов;UTC+3;54.8465693;46.2412736;9400
679100;Аобл;Еврейская;Облучье;UTC+10;49.0188344;131.0539984;9379
172610;обл;Тверская;Западная Двина;UTC+3;56.2568002;32.0805972;9376
403441;обл;Волгоградская;Серафимович;UTC+3;49.566286;42.7360013;9368
623080;обл;Свердловская;Михайловск;UTC+5;56.4369736;59.113865;9215
607400;обл;Нижегородская;Перевоз;UTC+3;55.596904;44.5450268;9201
601110;обл;Владимирская;Костерево;UTC+3;55.9336424;39.624822;9136
369210;Респ;Карачаево-Черкесская;Теберда;UTC+3;43.4438408;41.7414924;9097
182670;обл;Псковская;Дно;UTC+3;57.8269802;29.9629569;9061
186000;Респ;Карелия;Олонец;UTC+3;60.9793604;32.9726031;9060
668110;Респ;Тыва;Чадан;UTC+7;51.2844482;91.5789135;9037
665050;обл;Иркутская;Бирюсинск;UTC+8;55.9608611;97.8203624;8981
606860;обл;Нижегородская;Ветлуга;UTC+3;57.8558395;45.7762692;8956
187450;обл;Ленинградская;Новая Ладога;UTC+3;60.1100013;32.3141446;8890
624380;обл;Свердловская;Верхотурье;UTC+5;58.8621145;60.8104543;8815
216450;обл;Смоленская;Починок;UTC+3;54.4063031;32.4397914;8776
301264;обл;Тульская;Липки;UTC+3;53.9418109;37.7019452;8741
155150;обл;Ивановская;Комсомольск;UTC+3;57.0273907;40.3775952;8693
431430;Респ;Мордовия;Инсар;UTC+3;53.8770384;44.3696866;8687
422840;Респ;Татарстан;Болгар;UTC+3;54.9748862;49.0302977;8650
171360;обл;Тверская;Старица;UTC+3;56.514955;34.9335145;8610
155360;обл;Ивановская;Пучеж;UTC+3;56.982075;43.1683878;8583
442250;обл;Пензенская;Белинский;UTC+3;52.9641169;43.4185003;8567
161440;обл;Вологодская;Никольск;UTC+3;59.5350162;45.4575468;8515
298676;Респ;Крым;Ялта;UTC+3;44.416366;34.04455;8497
694030;обл;Сахалинская;Анива;UTC+11;46.7132526;142.5265052;8449
249160;обл;Калужская;Белоусово;UTC+3;55.0957679;36.6777239;8432
641600;обл;Курганская;Макушино;UTC+5;55.2154025;67.2452558;8337
249950;обл;Калужская;Медынь;UTC+3;54.9690755;35.887313;8298
612920;обл;Кировская;Малмыж;UTC+3;56.5243722;50.6782757;8265
172800;обл;Тверская;Андреаполь;UTC+3;56.6507072;32.2621196;8265
652770;обл;Кемеровская;Салаир;UTC+7;54.2351588;85.8029215;8263
182200;обл;Псковская;Новосокольники;UTC+3;56.3407627;30.1527712;8119
215279;обл;Смоленская;Сычевка;UTC+3;55.8307397;34.277868;8111
442310;обл;Пензенская;Городище;UTC+3;53.2727888;45.702731;8102
678953;Респ;Саха /Якутия/;Томмот;UTC+9;58.9586939;126.2875375;8054
243220;обл;Брянская;Мглин;UTC+3;53.0600644;32.8467217;7916
309910;обл;Белгородская;Бирюч;UTC+3;50.6483899;38.4006203;7842
186730;Респ;Карелия;Лахденпохья;UTC+3;61.5189466;30.199592;7818
238450;обл;Калининградская;Мамоново;UTC+2;54.4645591;19.9454114;7757
391050;обл;Рязанская;Спасск-Рязанский;UTC+3;54.4071497;40.3764367;7745
161100;обл;Вологодская;Кириллов;UTC+3;59.8590353;38.3749854;7735
422610;Респ;Татарстан;Лаишево;UTC+3;55.4042646;49.5498201;7735
307500;обл;Курская;Дмитриев;UTC+3;52.1269291;35.0739504;7721
216290;обл;Смоленская;Велиж;UTC+3;55.6058845;31.1857376;7620
618100;край;Пермский;Оханск;UTC+5;57.7178946;55.387153;7597
238630;обл;Калининградская;Полесск;UTC+2;54.8626321;21.0998148;7580
301205;обл;Тульская;Советск;UTC+3;53.9337099;37.6315517;7537
442600;обл;Пензенская;Спасск;UTC+3;53.927163;43.1860475;7442
216240;обл;Смоленская;Демидов;UTC+3;55.2682611;31.5062078;7333
171720;обл;Тверская;Весьегонск;UTC+3;58.6584004;37.2568605;7330
242440;обл;Брянская;Севск;UTC+3;52.1484215;34.4918198;7282
431220;Респ;Мордовия;Темников;UTC+3;54.6309086;43.2161785;7247
157460;обл;Костромская;Макарьев;UTC+3;57.8808916;43.8014428;7114
249910;обл;Калужская;Юхнов;UTC+3;54.7445873;35.2424857;7056
442300;обл;Пензенская;Сурск;UTC+3;53.0760597;45.6911897;7032
162341;обл;Вологодская;Красавино;UTC+3;60.9613991;46.481465;7003
612270;обл;Кировская;Орлов;UTC+3;58.5389402;48.8929268;6959
433380;обл;Ульяновская;Сенгилей;UTC+4;53.9590553;48.7767869;6959
172332;обл;Тверская;Зубцов;UTC+3;56.1760709;34.5825504;6937
673500;край;Забайкальский;Сретенск;UTC+9;52.2462356;117.7116971;6850
397400;обл;Воронежская;Новохоперск;UTC+3;51.0953461;41.6173714;6849
601570;обл;Владимирская;Курлово;UTC+3;55.4525994;40.6124362;6791
694140;обл;Сахалинская;Макаров;UTC+11;48.6236287;142.7803508;6788
188950;обл;Ленинградская;Каменногорск;UTC+3;60.9508768;29.1308061;6761
613710;обл;Кировская;Мураши;UTC+3;59.3956347;48.9637651;6752
665160;обл;Иркутская;Алзамай;UTC+8;55.5550493;98.6644106;6751
606340;обл;Нижегородская;Княгинино;UTC+3;55.8205157;45.0322947;6708
391550;обл;Рязанская;Шацк;UTC+3;54.0288845;41.7182108;6562
157170;обл;Костромская;Солигалич;UTC+3;59.0786729;42.2877245;6438
155000;обл;Ивановская;Гаврилов Посад;UTC+3;56.5585967;40.1228288;6434
238420;обл;Калининградская;Багратионовск;UTC+2;54.3866976;20.6418545;6399
182250;обл;Псковская;Себеж;UTC+3;56.2907663;28.4725735;6375
309370;обл;Белгородская;Грайворон;UTC+3;50.4862699;35.6662957;6234
676470;обл;Амурская;Циолковский;UTC+9;51.7624346;128.121972;6208
663200;край;Красноярский;Игарка;UTC+7;67.4667947;86.5814287;6183
188910;обл;Ленинградская;Приморск;UTC+3;60.3660787;28.6135962;6122
152850;обл;Ярославская;Пошехонье;UTC+3;58.506328;39.1210034;6085
412950;обл;Саратовская;Шиханы;UTC+4;52.1148241;47.2022928;6067
307800;обл;Курская;Суджа;UTC+3;51.1919711;35.2719619;6036
303240;обл;Орловская;Дмитровск;UTC+3;52.5053481;35.141535;5956
152830;обл;Ярославская;Мышкин;UTC+3;57.7881664;38.4542816;5932
391030;обл;Рязанская;Спас-Клепики;UTC+3;55.1291472;40.1745036;5917
309210;обл;Белгородская;Короча;UTC+3;50.8130123;37.1896543;5877
686314;обл;Магаданская;Сусуман;UTC+11;62.7804628;148.154033;5865
181410;обл;Псковская;Пыталово;UTC+3;57.0637109;27.9234759;5826
165160;обл;Архангельская;Шенкурск;UTC+3;62.1057423;42.89959;5702
618460;край;Пермский;Усолье;UTC+5;59.4279356;56.6837783;5694
